id_shortcode,text,topic,label
CsTGU8pyKz4,"Hai Sobat Green,

Putaran kedua perundingan Intergovernmental Negotiating Committee (INC-2) untuk isu polusi plastik akan berlangsung di kantor pusat UNESCO di Paris pada 29 Mei-2 Juni mendatang.

Dalam pertemuan ini, perwakilan pemerintah dari seluruh negara akan menegosiasikan perjanjian krusial untuk menghentikan polusi plastik. Ini merupakan bagian dari lima putaran perundingan yang digelar untuk menghasilkan perjanjian mengikat di sektor polusi plastik. Tahun lalu, putaran pertama sudah digelar di Uruguay pada 28 November-2 Desember 2023.

Negara-negara di dunia juga perlu menegosiasikan apakah upaya mengurangi polusi seperti pembatasan produksi, standar desain produk plastik, atau komitmen pengelolaan sampah akan menjadi aturan yang mengikat secara hukum. 

Simak informasi lebih lanjut dengan klik link di bio atau cek IGS.

#katadatagreen #katadatacoid #katadatanews #polusiplastik",Waste,POSITIVE
B88Nlv0H_VB,"🍃 [APA SIH MANFAAT MENDAPAT FULLY-FUNDED??] 🍃
.

Halo sobat AYES 2020!!!
.
Kalian udah pernah ikut program fully-funded dalam sebuah kegiatan nggak nih? 
Kira-kira apa aja ya manfaatnya? . .

Program fully-funded atau dibiayai 100% ini biasanya diperuntukan bagi para peserta suatu kegiatan kepemudaan semacam pertukaran pelajar, pengabdian masyarakat ataupun kegiatan summit yang biasanya  diselenggarakan di dalam negeri maupun luar negeri. . .

Dengan terpilih menjadi peserta fully funded, maka kamu bisa mendapatkan manfaat berikut: 
1. Mengikuti program secara gratis 100% 
2. Menambah wawasan tentang dunia luar dan budaya negara lain. 
3. Mendapat kesempatan untuk memperbaiki kemampuan bahasa asing. 
4. Mendapatkan international exposure. 
5. Menunjang profil atau curriculum vitae. .
.

Nah, menarik bukan? .

Kalau kalian ingin mendapatkan kesempatan fully-funded, kalian bisa mencobanya dengan mengikuti program fully-funded Asian Youth Environmental Summit 2020! . .

Yuk daftarkan diri kalian ke website ***URL*** 
Tunggu apalagi? 
Buruan daftar sekarang juga, don't miss it!! .
.

Untuk informasi lebih lanjut:
📌 Email : ***@***.*** 📌 WhatsApp :  62822-2333-2875
📌 Website : ***URL***
📌 Instagram Event Hunter Asia: @***
📌 Instagram AYES Indonesia 2020: @***
.

#Indonesia⁣
#hutan
#krisisiklim⁣
#polusiudara
#pohonhijau⁣
#seranganiklim⁣
#pendidikan⁣
#fotografialam⁣
#environmentalist⁣
#selamatkanbumi⁣
#masadepan⁣
#pedulilingkungan
#aksiIklim⁣
#reducereuserecycle⁣
#planetbumi⁣
#australia
#mendaurulang⁣
#globalwarming
#climatechangeisreal⁣
#dunia⁣
#pemandangan⁣
#perjalanan⁣
#animals⁣
#rancangan⁣
#environmental⁣
#Instagram⁣
#EventHunterAsia⁣
#AYESIndonesia⁣",Waste,POSITIVE
CKb2XbghHVg,"#Repost @***
...
Kemasan air galon sekali pakai yang dikeluarkan oleh produsen air dalam kemasan dianggap sebuah kemunduran ditengah upaya pengurangan sampah plastik di Indonesia. Penolakan pun bermunculan. Termasuk melalui petisi online di change.org. 

Keberanian membuat gerakan penolakan banyak mendapat dukungan. Namun tak sedikit yang mencemooh. Namun Elhan mengaku tak gentar sebab upaya tolak plastik sekali pakai adalah kampanye yang telah lebih dulu ada dan harus senantiasa digaungkan.

“Dalam menggagas  gerakan ini kami berbicara atas nama alam dan lingkungan, agar kedepannya lingkungan yang kita tempati dapat lebih bersih dan bebas dari sampah plastik yang tersebar dimana-mana,” lanjut Elhan.
.
#petisi #tolakgalonsekalipakai #petisitolakgalonsekalipakai #tolakplastik #plastik #alam #lingkunganalam #bersihkanalam #tolakplastiksekalipakai",Environment,POSITIVE
CrkZFYxrAbj,"Nama:Arif Wahyudin
Kelas:XI MIPA-7
Judul:SAMPAH MENYEBABKAN PEMANASAN GLOBAL?

@***
@***

#PemanasanGlobal #GlobalWarming",Climate change,NEUTRAL
Cq936uJBsKB,"Kualitas udara merupakan hal yang sangat penting bagi keberlangsungan pembelajaran di sekolah. Pemantauan menggunakan HOBO data logger merupakan pilihan tepat untuk mengontrol sistem HVAC di sekolah dan mencegah penyebaran virus lewat udara.
___

Butuh bantuan dan konsultasi mengenai kebutuhan data logger anda?, segera hubungi 0812 1248 2471 (Mr Alfin) atau e-mail ke ***@***.***
.
.
.
#datalogger #airquality #school #sekola #udara #kualitasudara #co2 #monitoring #hvac #iot",Environment,POSITIVE
CttHaE6vfcl,"mari hijaukan kembali bumi Kita bersama Sekolah Alam Bahriatul Ulum, eduAksi hijau dan melestarikan tanaman langka Jawura/Mundu.
Salam lestari 

#institutpertanianbanten  #kebunrayabanten #greenschoolmovement #aksiiklim #aksibumi #pendidikanlingkunganhidup  #pendidikanlingkungan #donasipohon #sedekahpohon  #sedekahtanaman #donasitanaman #aksilingkungan #penghijauansekolah #Edukasihijau #aksinyatahijau #edukasilingkungan #aksinyatalingkungan #edukasilingkunganhidup #donasitumbuhan #sedekahtumbuhan #bumibutuhaksi #aksiuntukbumi  #edukasiiklim #aksinyataiklim #edukasisampah #penghijauansekolah2023 #aksibantenindonesiahijau #aksiindonesiahijau  #barterbukusamatanaman #barterbukusamapohon",Climate change,POSITIVE
CLbzqRjnLmQ,"Sampah di laut bakal lebih banyak dari ikan?

Tau gak kalo negara kita udah peringkat 2 penghasil sampah plastik sekaligus sampah makanan? Bahkan diprediksi jumlah sampah di laut bakal lebih banyak dari ikan. Sayangnya sampai hari ini, penggiat sampah masih dikit banget lho..

Kolaborasi adalah koentji. 

Di Hari Peduli Sampah Nasional besok, yuk ikutan SAC Insight Webinar “Kolab atau Kolaps bareng Sampah” bareng Spiderman Parepare (@***) Deasy Estarina (@***.id), Grace Margaretha (@***), Marta Yenni (@***), Dhani Hargo (artivistattack.id), Erwan Sudiwijaya (@***).

Indonesia butuh lebih banyak penggiat sampah. Indonesia butuh kamu. 

Jadi buruan daftar di:

👉 bit.ly/sacinsight  atau di bio @*** 

Dapetin e-certificate & doorprize KRESKROS TR - FANKLE01 yang keren abis!

Untuk informasi:
Laras (0812-1035-4921)
Ami (0822-7339-3828)

Acara ini didukung oleh @*** @*** @*** @***

#webinaronline #wastemanagement #zerowaste #zerowasteliving #limbah #manajemenlimbah #sustainabileliving #minimsampah #covid19",Waste,NEUTRAL
Csh-mxsSlcQ,"Dalam rangka pelaksanaan ketentuan Diktum Ketiga Keputusan Menteri ESDM No. 146.K/HK.02/DJE/2021 tentang Harga Indeks Pasar Bahan Bakar Nabati Jenis Biodiesel yang Dicampurkan ke Dalam Bahan Bakar Minyak sebagaimana telah diubah dengan Keputusan Menteri ESDM No. 21.K/HK.02/DJE/2023, dengan ini kami sampaikan bahwa besaran konversi Crude Palm Oil menjadi Biodiesel adalah sebesar 85 USD/MT dan besaran Harga Indeks Pasar Bahan Bakar Nabati Jenis Biodiesel bulan Mei 2023 sebesar Rp11.493,-/liter ditambah ongkos angkut yang berlaku efektif pada tanggal 1 Mei 2023.

Source: ebtke.esdm.go.id (Direktorat Jenderal EBTKE - Kementerian ESDM)

#hargaindekspasar #bahanbakarnabati #hip #bbn #biodiesel #crudepalmoil #cpo #esdm #dirjenebtke #kementerianesdm #charter #shipowner #shipbroker #sallymaritime #indonesia",Energy,NEUTRAL
CsVBEUpBUcf,"Air tawar adalah sumber kehidupan bagi kita semua, namun kelangkaannya kini menjadi ancaman yang serius. Kurangnya akses terhadap air tawar dapat mengakibatkan berbagai masalah kesehatan, lingkungan, dan sosial yang serius. Selain itu, dengan semakin banyaknya permintaan air tawar yang tidak seimbang dengan pasokannya, konflik dan ketidakadilan pun dapat muncul. Oleh karena itu, mari kita bersama-sama menjaga sumber daya air tawar yang ada dan memastikan bahwa setiap orang memiliki akses yang cukup terhadapnya untuk menjaga keberlangsungan hidup dan kesejahteraan kita semua.

#mitrahijauindonesia
#H2O
#airtawar
#kelangkaanair
#keberlangsunganhidup
#lingkungan
#kesehatan
#sosial
#keadilan
#sustainableliving
#perubahaniklim
#pemanasanGlobal
#sumberdayaair
#konservasi
#airbersih
#globalwarming
#H2O",Environment,NEGATIVE
Cu8pG2-pqlR,"Suhu ekstrem yang melanda dunia beberapa pekan terakhir dinyatakan PBB sebagai “the new normal” yang disebabkan oleh perubahan iklim. Hal ini tentunya menjadi perdebatan bagi beberapa ilmuwan yang lebih memilih menggunakan istilah “the new abnormal” karena menurut mereka beradaptasi dengan keadaan iklim saat ini adalah hal yang keliru.

#PerubahanIklim #CuacaEkstrem #SuhuEkstrem #ClimateChange #ClimateCrisis #ExtremeWeather #ClimateAction",Climate change,NEGATIVE
CudWi2rpJhY,"Krisis air bersih terjadi sebab keserakahan. 
. 
Air yang semestinya dinikmati bersama secara gratis. 
. 
Kini dikuasai korporasi jahat tanpa tanggung jawab. 
. 
Krisis melanda wilayah dan merugikan warga. 
. 
Kompensasi tidak pernah sebanding dengan penderitaan. 
. 
Diperlukan pengelolaan air yang tepat dan sesuai aturan Sang Pencipta. 
. 
Follow for more info:
@*** 
@*** 
. 
#krisisiklim #krisisair #krisispangan",Environment,NEGATIVE
CtGWLJSPWag,"Bersama-sama, mari mendesain ulang sistem untuk mencegah sampah plastik. Bersama-sama, mari dorong kesepakatan global untuk kalahkan polusi plastik. Bersama-sama, mari berinovasi untuk mengurangi, menggunakan kembali dan mendaur ulang. Mari temukan solusi global untuk memerangi polusi plastik.

_____
Ikuti informasi kami di :
Instagram : @***.bantul
Facebook : dpmptspbantul
YouTube : DPMPTSP Kab. Bantul
Twitter : DPMPTSP Bantul
Portal : ***URL***

#BeatPlasticPollution #WorldEnvironmentDay #harilingkunganhidupsedunia #lingkunganhidup #polusiplastik #daurulang #recycle #harilingkunganhidupsedunia",Waste,POSITIVE
Cu0qWLOJQNo,"Kualitas udara di Jakarta dan sekitarnya kian memburuk. Dengan buruknya kualitas udara memengaruhi kondisi kesehatan yang menyebabkan banyak penyakit muncul, jadi harus makin aware dengan kesehatan kita

Konsumsi Vitamin Now D3 K2 sebelum kondisi badan kamu mulai drop ya!

Dapatkan di Tokopedia & Shopee : Bersama Mitra Jakarta & Bersama Mitra Official
#bersamamitra 
#PolusiUdara 
#polusijakarta 
#vitamind3k2 
#nowfoods 
#infokesehatan 
#kesehatanmasyarakat",Pollution,NEGATIVE
BtuTAS-lanx,"Bekerja #menyelamatkanhutan #restorasiekosistem itu tidak mudah. Banyak tantangannya dari mereka yang tidak peduli dengan masa depan planet ini #masadepan kualitas lingkungan bangsa ini. Namun kami tidak akan menyerah. (Foto persiapan upacara Senin pagi di #hutanharapan). #lindungihutan #stopillegallogging #stopencroachment #stopperambahanhutan #stopperburuanliar. 
TERIMAKASIH atas dukungan anda kepada #HutanHarapan bagi #kelestarianhutan #penyelamatanlingkungan bangsa ini.",Environment,NEUTRAL
Ct-dRg8PiyK,"Bertemu dengan Bupati Bandung Barat di peringatan Hari Lingkungan Hidup Sedunia Tahun 2023 tingkat Kabupaten Bandung Barat oleh @*** 🏞

Semoga dalam waktu dekat FPRB Kabupaten Bandung Barat dapat beraudiensi dengan pak Bupati @*** mengenai isu perubahan iklim, mitigasi serta langkah pengurangan risiko bencana di KBB

@***.patrapala
@***.kbb 

Mari berperan tanpa baperan✊

📷 : dok
=========================================
#mundingleuweung 
#ppgpatrapala 
#fprbkbb
#berjuanguntukbertahan 
#mariberperantanpabaperan 
#harilingkunganhidupsedunia 
#kbbberkah 
#bandungbarat 
#bandungbaratberkah 
#stopplasticpollution",Environment,POSITIVE
Cuo2p4Ny0DF,"“Gen Z suka banget ngeluh! Dulu aja kami bla bla bla.” 

Kenapa masih banyak ya orang yang suka banget banding-bandingin buat merendahkan generasi lain?

Padahal, tiap generasi punya masalah yang beda-beda. Makanya, cara buat menghadapi masalah itu juga beda-beda.

Emangnya mau Gen Z niru generasi muda menjelang Proklamasi Kemerdekaan yang hasil ngeluhnya itu menculik tokoh-tokoh generasi tua?

#netizenbutuhnyinyir #bumibutuhaksi #aksiiklim #pukulmundurkrisisklim #PilihTerbarukan",Climate change,NEGATIVE
Cn52zINLRpZ,"Penampungan Limbah Bocor Cemari Sungai
#pencemaranlingkungan #limbah #tumpahanminyak #walhi #greenpeace #ekspedisisungainusantara #osct #slickbar
@*** 
@*** International @*** Indonesia 
@*** 
@***",Pollution,NEGATIVE
CuB6zX0rN9b,"Anies Baswedan memang bukan calon pemimpin yang solutif dan peduli dengan rakyatnya.
Gagal atasi udara panas dan krisis iklim di Jakarta Karena peningkatan Polusi Udara, Anies malah sarankan rakyatnya untuk beli Skincare agar tidak mengeluh.
Menurut Anies, hanya rakyat miskin yang tidak mampu beli skincare yang mengeluh dengan panasnya kota Jakarta. 
Sebagai seorang pemimpin, hal ini sangat tidak pantas untuk diucapkan. Karena yang dibutuhkan rakyat hanya butuh solusi bukan deskriminasi.

#AniesBaswedan #Aniespemimpingagal #Pemimpingagal #Politikidentitas #PolitisasiAgama  #NKRI #IndonesiaEmas2045 #Nasdem #Demokrat #PKS #Krisisiklim #Polusi",Pollution,NEGATIVE
Ct0z92wLh13,"Jejak karbon adalah jumlah gas rumah kaca yang dilepaskan ke atmosfer sebagai akibat dari tindakan dan aktivitas individu, organisasi, atau komunitas.

Jejak karbon keseluruhan ruang kantor tidak harus hanya emisi gas rumah kaca yang datang langsung dari penggunaan energi kantor atau peralatan kantor. 

Segala sesuatu yang terlibat dalam pengoperasian bisnis berkontribusi pada jejak karbonnya, mulai dari cara karyawan pergi ke kantor, proses manufaktur, hingga rantai pasokannya. 

Baik pemilik bisnis maupun karyawan dapat mengambil langkah-langkah untuk mengurangi emisi karbon yang terkait dengan perusahaan mereka, sehingga melakukan bagian mereka untuk melawan perubahan iklim dan membantu melestarikan lingkungan alam.

(Sumber : ***URL***

#ronahijaumulia #jejakkarbon #karbon #carbon #mengurangi",Waste,POSITIVE
CpKZ4KsJe3Z,"Dari dulu sampai sekarang, sampah adalah salah satu problem dunia yang belum teratasi. Terlebih sampah sisa makanan. Jika dihitung kasar, di dunia ini setidaknya sepertiga dari 1,3 miliar ton makanan yang dikonsumsi manusia, terbuang jadi sampah. Miris sekali mengingat di sudut lain masih banyak orang yang justru mengais-ngais makanan dari sampah.

Tapi, masih banyak kok orang-orang yang tidak tinggal diam. Mereka berusaha menemukan berbagai cara untuk mengurangi sisa-sisa makanan ini supaya nggak sekadar terbuang sia-sia. Yuk intip beberapa di antaranya berikut ini!

Teks: Dita Safitri (Aplaus Media)
Foto: Berbagai Sumber

#kurangisampah #bebassampah #daurulang #daurulangsampah #recyle #sampah #bersihkansampah #sampahsisamakanan #sisamakanan #kurangisampahmakanan #sampahmakanan #sisasisamakanan #kulitkacang #sampahplastik #botolplastik #manfaatkulittomat #pupuk #kompos #retailer #buangsampah #habiskanmakanan #makanan #lingkunganbersih #lingkunganbersihbebassampah #lingkungansehat
#lingkungansehatbersihindah #lingkunganbersih #lingkunganbersihbebassampah
#lingkunganasri #lingkunganasridansehat",Waste,NEUTRAL
CtwOHX0pu7a,"Udah Mam Malem Beyum?😊
Eits, bukan, bukan sok peduli kok! 

Udah ataupun belum, cuma pengen ajak kamu untuk bersyukur sejenak di hari istimewa ini atas ketersediaan pangan selama setahun penuh. 

Emang hari ini ada apa? Hari ini, 21 Juni, diperingati sebagai Hari Krida Pertanian. 

Hari istimewa untuk merayakan berkah pangan dari para pelaku yang bergerak di dunia pertanian dan perkebunan yang telah berjuang untuk memenuhi kebutuhan kita semua. 

Bukan cuma momen untuk bersyukur, tapi juga berintrospeksi untuk belajar dari kekurangan di masa lampau. 

Perkebunan berkelanjutan adalah kunci untuk menjaga keberlanjutan sumber daya alam dan meningkatkan kesejahteraan petani. 

Mari kita dukung praktik berkelanjutan demi masa depan pertanian dan perkebunan yang lebih baik! 

#MadaniBerkelanjutan #BisaLebihPanas #Temenanlagi #KrisisIklim #HariKridaPertanian #PerkebunanBerkelanjutan
""",Climate change,POSITIVE
CiHqLfMrJPI,"Giat Satgas Kebersihan Kelurahan & Kecamatan Se Kecamatan Semarang Barat , bergerak bersama membersihkan beberapa tempat di wilayah Semarang Barat . 

Senin, 05 September 2022

@*** 
@*** 

#k3kelurahan
#k3kecamatan
#kecamatansemarangbarat 
#semarangbaratsemangat 
#harilingkunganhidupsedunia",Environment,POSITIVE
Cs3iM0Kyjq3,"Get up sobshi! Liat nih berita yang minshi bawaa 😍

Sebuah penemuan menyatakan Gletser Petermann di Greenland mencair! HAH KOK BISA SIH?!😱

First, Gletser sendiri berdasarkan KBBI adalah lapisan besar es yang bergerak turun perlahan-lahan di lereng gunung atau di daratan. 

So, apa ya kira-kira yang menyebabkan Gletser di Kutub Utara ini mencair? What do you think? Check it out! 

Anw, kalo doi kapan mencair ya? Eh lupa dikode aja kan dia ga peka xixixi🫣

#gletser #nature #greenland #sains #iklim #globalwarming #perubahaniklim #newsupdate #world #infoterkini",Climate change,NEGATIVE
CW-R05DvE6d,"Segudang Masalah di Sekitar Tetangga PLTU

Pembangunan PLTU di Cirebon dan Cilacap tak membawa nasib warga sekitar menjadi lebih baik. Temuan peneliti dari dua lembaga, Salam Institute dan Sajogyo Institute menyebutkan lingkungan dan kehidupan masyarakat sekitar rusak. Bahkan hidup mereka tak lagi rukun karena kecemburuan sosial.

Peneliti Salam Institute, Neni Rahmawati, menuturkan penelitiannya di desa sekitar PLTU Cirebon 1 dan 2 menemukan berbagai dampak yang merugikan masyarakat. PLTU Cirebon 1 dibangun di atas lahan yang dulunya dijadikan tambak garam di Desa Kanci Kulon sedangkan PLTU Cirebon 2 berada di Desa Kanci Wetan dan Desa Wor Duwur. Keduanya pembangkit ini sudah beroperasi. 

Neni mencatat sejak masa prakonstruksi ketimpangan harga pembebasan lahan dirasakan warga. Warga yang melepaskan tanahnya pada 2005 dihargai mulai dari Rp14 ribu hingga Rp45 ribu per meter namun ketika 2006 harga tanah menjadi Rp150 ribu per meter. Hal ini memicu aksi protes hingga demonstrasi karena perbedaan harga ini.

Proses melepaskan tanah sendiri penuh dengan intimidasi. Para pemilik tambak diancam akses air dan jalan menuju tambaknya ditutup. Bahkan preman turut dikerahkan untuk melakukan intimidasi. Ancaman inilah menjadi alasan dominan warga melepaskan tanahnya. 

Berita selengkapnya di betahita.id , link di bio.

Foto: Ilustrasi pencemaran udara akibat aktivitas PLTU. (iStock).

#betahita #betahitaid #ruuebt #energibaru #energibaruterbarukan #energiterbarukan #eksplorasi #sumberdayaalam #lindungibumi #dampak #perubahaniklim #krisisiklim #emisi #emisigas #emisikarbon #energibersih #kerusakanlingkungan #energifosil #energi #energinuklir #batubara #gasifikasibatubara #pembangunan #pembangkitlistrik #pltu #cirebon #cilacap #masalahkesehatan #masalahsosial",Energy,NEGATIVE
CjIRZbGsX2n,"Dua perwakilan dari SecondMuse, Klaus Oberbauer (Manajer Program Ocean Plastic Prevention Accelerator) dan Simon Baldwin (Direktur The Incubation Network), baru-baru ini berpartisipasi dalam Konferensi International Marine Debris ke-7 (#7IMDC) yang diadakan di Busan, Korea Selatan.

Klaus dan Simon berbagi tentang pengalaman kami dalam mengatasi #polusiplastik melalui berbagai inisiatif yang memperkuat jaringan pelaku persampahan dan menghubungkan bisnis dengan #inovasi dan pendanaan.",Waste,POSITIVE
